Molecule_Name,HOMO,HOMO_LUMO_Gap,LUMO,ODI_HOMO,ODI_LUMO,ODI_Mean,ODI_Std,ESPmin,ESPmax,MolWt,TPSA,Dipole_Moment,NumHAcceptors,NumRotatableBonds,Nonpolar_Area,Polar_Area,Overall_Variance,Quadrupole_Moment,Octopole_Moment,NumHeteroatoms,NumAromaticRings,MolLogP,Volume,Density,Initial_PCE,,
1070548,-0.204022,0.211171,0.007149,16.71,17.01,16.4125,8.64248336706528,-51.3181,22.1679,354.36800000000005,59.080000000000005,2.391498,6,8,59.26,40.74,0.0006652,44.612525,197.4928,8,0,3.184800000000002,3070.31616,1.2933,24.5,,
1933556,-0.239148,0.208097,-0.031051,10.31,12.3,11.665,2.473706732820202,-33.48094,22.96688,269.684,61.44,2.632722,5,3,59.09,40.91,0.00028394,11.069174,218.4111,6,2,3.032700000000001,2011.59479,1.5023,24.5,,
1624881,-0.230406,0.293634,0.063228,36.44,5.51,21.6,15.49762078513989,-48.74918,19.08951,221.237,47.56,3.835316,4,5,67.92,32.08,0.00064837,14.609233,99.2036,5,0,2.3521,1920.6564,1.2908,24.5,,
1624883,-0.230406,0.293634,0.063228,36.44,5.51,21.6,15.49762078513989,-48.74918,19.08951,221.237,47.56,3.835316,4,5,67.92,32.08,0.00064837,14.609233,99.2036,5,0,2.3521,1920.65639,1.2908,24.5,,
1911797,-0.274076,0.288799,0.014723,27.46,17.41,19.275,6.295595682697549,-48.4085,72.0774,366.2240000000003,130.36,7.691959,5,12,38.21,61.79,0.00081099,29.798658,302.1911,11,0,3.176000000000002,2803.43434,1.4639,24.5,,
10981199,-0.247725,0.169469,-0.078255,20.68,9.42,17.5625,9.805851250656415,-37.32223,25.50078,358.1310000000001,56.51,3.789383,4,2,59.36,40.64,0.00041104,15.22558,218.3334,5,2,2.8827200000000017,2158.06078,1.8596,24.5,,
87983339,-0.213653,0.247796,0.034143,34.69,24.09,28.8275,3.8241624900100666,-38.13236,22.55905,179.2,30.49,1.691372,3,7,69.63,30.37,0.00028191,11.079848,75.1118,4,0,1.5907,1705.78273,1.1772,24.5,,
1840936,-0.231747,0.140573,-0.091173,10.32,15.41,11.33,2.3656394484367222,-30.44065,26.60821,339.244,52.37,4.546767,3,4,55.48,44.52,0.00026474,10.516765,239.2,8,2,3.971800000000002,2257.12843,1.6842,24.5,,
1399259,-0.240105,0.208175,-0.03193,10.34,12.48,11.7125,2.495008767519665,-31.53152,23.68514,269.684,61.44,2.293621,5,2,61.26,38.74,0.00024683,9.67502,202.791,6,2,2.888600000000001,2007.10548,1.5057,24.5,,
1713441,-0.237085,0.205838,-0.031247,11.17,12.05,11.685,2.1453263155054056,-33.55054,22.85265,314.135,61.44,2.533655,5,3,60.44,39.56,0.00027998,14.571138,234.076,6,2,3.1418000000000017,2060.43749,1.7084,24.5,,
2319461,-0.209481,0.172452,-0.037029,5.09,4.76,6.0975,2.17176627425697,-47.9284,30.73378,551.6270000000002,65.38,4.505737,6,12,60.52,39.48,0.00034814,31.745501,342.318,7,5,8.260800000000007,4589.97374,1.3467,24.5,,
2319459,-0.20948,0.172443,-0.037037,5.09,4.76,6.0975,2.17176627425697,-47.93033,30.73438,551.6270000000002,65.38,4.50551,6,12,60.52,39.48,0.00034812,31.744697,342.1156,7,5,8.260800000000007,4590.00656,1.3467,24.5,,
87983340,-0.223806,0.257872,0.034066,19.4,23.89,23.015,3.926630234692337,-43.10979,22.72023,179.2,44.48,2.789395,3,7,65.5,34.5,0.00034472,7.774259,328.8393,4,0,1.7201000000000002,1700.98434,1.1805,24.5,,
1385896,-0.240313,0.222631,-0.017682,24.63,25.94,21.48,5.407915494901895,-36.82627,29.90513,301.1970000000001,89.24000000000001,5.079132,8,5,38.39,61.61,0.00037914,14.156746,266.088,10,0,1.1374999999999995,2098.03104,1.6087,24.5,,
1385897,-0.240313,0.222631,-0.017682,24.63,25.94,21.48,5.407915494901895,-36.82627,29.90513,301.1970000000001,89.24000000000001,5.079132,8,5,38.39,61.61,0.00037914,14.156746,266.088,10,0,1.1374999999999995,2098.03104,1.6087,24.5,,
1260861,-0.188944,0.165182,-0.023763,6.21,7.69,8.1425,1.6379465040104333,-40.3851,45.41613,490.1040000000005,130.92000000000002,0.000446,8,4,41.93,58.07,0.00045942,57.152273,0.0675,10,3,4.221800000000002,2849.94662,1.9271,24.5,,
1911796,0.012205,0.260794,0.273,35.4,12.16,20.0775,9.80580535958164,-181.62532,-79.39725,364.20800000000025,136.01999999999998,8.521988,7,12,0,100,0.00206045,44.172404,546.6705,11,0,1.912,2805.2369,1.4549,24.5,,
1797750,-0.204522,0.13446,-0.070062,7.7,6.14,6.9175,0.9051622782683776,-41.70543,27.92501,553.3980000000001,103.6,5.289123,8,9,59.46,40.54,0.00032846,44.206857,616.5505,10,4,7.319800000000008,4137.14621,1.4989,24.5,,
1632260,-0.223523,0.087373,-0.136151,15.72,14.71,14.6175,1.376851026799922,-42.43147,53.20533,377.39900000000006,93.14,6.3391,6,5,37.77,62.23,0.00054583,21.520561,530.0997,9,1,2.280100000000001,2889.68026,1.4635,24.5,,
88771868,-0.203775,0.10848,-0.095295,13.49,7.63,9.235,2.5880253089952583,-37.83112,24.05479,348.74200000000013,92.87,7.075841,7,3,49.51,50.49,0.00037401,10.71694,312.7089,8,3,2.996700000000001,2496.1943,1.5656,24.5,,
85771021,-0.19671,0.123732,-0.072978,8.65,10.77,7.9125,2.0804852198465627,-49.25884,63.14021,391.3350000000001,124.37,3.26438,5,4,35.27,64.73,0.00078843,59.310833,461.245,8,3,4.356700000000004,2796.58538,1.5681,24.5,,
1626757,-0.258241,0.319462,0.061221,21.67,8.51,15.945,9.176405886838268,-46.5656,37.01318,317.259,83.09,2.87627,6,12,70.09,29.91,0.00050939,12.975674,250.8796,9,0,3.023200000000002,2613.8889,1.3601,24.5,,
1957869,-0.215355,0.289982,0.074626,33.81,4.61,19.87,14.609916153079045,-44.81579,15.06144,249.2909999999999,38.77,1.920736,4,7,81.9,18.1,0.00046829,12.352912,130.0487,5,0,2.7384000000000013,2246.03324,1.2437,24.5,,
1520880,-0.22079,0.260801,0.040011,21.28,24.34,23.4675,1.5104200574674576,-29.18872,10.12801,193.227,21.700000000000003,1.074733,3,7,88.75,11.25,0.00015302,4.497439,51.32,4,0,2.6281000000000008,1840.59367,1.1764,24.5,,
